title,question,answer,type
Brad Pitt,How many children does Brad Pitt have with Angelina Jolie?,Six,general
Brad Pitt,When was Brad Pitt born?,"December 18, 1963",general
Brad Pitt,For which film did Brad Pitt win his first Academy Award for Best Supporting Actor?,Once Upon a Time in Hollywood,general
Britney Spears,When was Britney Spears born?,"December 2, 1981",general
Britney Spears,What are the titles of Britney Spears' first two studio albums?,...Baby One More Time and Oops!... I Did It Again,general
Britney Spears,What year did Britney Spears sign with Jive Records?,1997,general
Britney Spears,What was the name of the concert residency Britney Spears embarked on at Planet Hollywood Resort & Casino?,Britney: Piece of Me,general
Britney Spears,How many Grammy Awards has Britney Spears won?,One,general
Bruce Lee,Name a film directed and written by Bruce Lee.,The Way of the Dragon,general
Bruce Lee,Where was Bruce Lee born?,San Francisco,general
Bruce Lee,What martial arts philosophy did Bruce Lee found?,Jeet Kune Do,general
Bruce Lee,When was Bruce Lee born?,"November 27, 1940",general
Bruce Lee,What was Bruce Lee's birth name?,Lee Jun-fan,general
Charles Manson,What was Charles Manson's original surname?,Maddox,general
Charles Manson,When did Charles Manson die?,"November 19, 2017",general
Charles Manson,In which state was the Manson Family based?,California,general
Charles Manson,When was Charles Manson born?,"November 12, 1934",general
Charles Manson,Which cult did Charles Manson lead?,The Manson Family,general
Clint Eastwood,When was Clint Eastwood born?,"May 31, 1930",general
Clint Eastwood,What role did Clint Eastwood play in the Dirty Harry films?,Harry Callahan,general
Clint Eastwood,What is the name of Clint Eastwood's production company?,Malpaso Productions,general
Clint Eastwood,How many Academy Awards has Clint Eastwood won?,four,general
Clint Eastwood,What trilogy is Clint Eastwood famous for in the mid-1960s?,Dollars Trilogy,general
David Bowie,What was Bowie's first top-five entry on the UK Singles Chart?,"""Space Oddity""",general
David Bowie,What alter ego did Bowie create during the glam rock era?,Ziggy Stardust,general
David Bowie,In which cult film did Bowie star in 1976?,The Man Who Fell to Earth,general
David Bowie,What is David Bowie's real name?,David Robert Jones,general
David Bowie,How is David Bowie regarded in the music industry?,As one of the most influential musicians of the 20th century,general
Demi Lovato,What is the name of Demi Lovato's third studio album?,Unbroken,general
Demi Lovato,What genre was Demi Lovato's debut album 'Don't Forget'?,Pop rock,general
Demi Lovato,Which record label did Demi Lovato sign with after Camp Rock?,Hollywood Records,general
Demi Lovato,When was Demi Lovato born?,"August 20, 1992",general
Demi Lovato,What is Demi Lovato's full name?,Demetria Devonne Lovato,general
Elsa Triolet,Where was Colette born?,"Saint-Sauveur-en-Puisaye in the department of Yonne, Burgundy",domain
Elsa Triolet,When was Colette born?,28 January 1873,domain
Elsa Triolet,What was the title of Simone de Beauvoir's most famous work?,The Second Sex,domain
Elsa Triolet,What was the name of the essay in which Simone de Beauvoir discussed existentialist ethics?,Pyrrhus et Cinéas,domain
Elsa Triolet,What was the name of the movement that Simone de Beauvoir became involved with in the 1970s?,The French women's liberation movement,domain
Elsa Triolet,What was the name of the manifesto that Simone de Beauvoir signed in 1971?,The Manifesto of the 343,domain
Elsa Triolet,When did Colette become a member of the Académie Goncourt?,1945,domain
Elsa Triolet,What was the name of the book that Simone de Beauvoir wrote about her relationship with her mother?,A Very Easy Death,domain
Elsa Triolet,What was the name of the book that Simone de Beauvoir wrote about her life with Jean-Paul Sartre?,La Cérémonie des adieux,domain
Elsa Triolet,What was the name of Colette's third husband?,Maurice Goudeket,domain
Elsa Triolet,What was the name of the concept that Simone de Beauvoir argued was the fundamental source of women's oppression?,The historical and social construction of femininity,domain
Elsa Triolet,What was the honor bestowed upon Colette after her death?,A state funeral,domain
Elsa Triolet,What was the title of Colette's article published in 1942?,Ma Bourgogne Pauvre,domain
Elsa Triolet,How many articles did Colette publish over the course of her writing career?,Over 1200,domain
Elsa Triolet,Who played Colette in the 1991 film Becoming Colette?,Mathilda May,domain
Elsa Triolet,What was the title of the song by Rosanne Cash that paid tribute to Colette?,The Summer I Read Colette,domain
Elsa Triolet,When was Simone de Beauvoir born?,9 January 1908,domain
Elsa Triolet,What was the occupation of Simone de Beauvoir's father?,Lawyer,domain
Elsa Triolet,What was the name of the school where Simone de Beauvoir studied philosophy?,Sorbonne,domain
Elsa Triolet,What was the name of the concept that Simone de Beauvoir introduced in her work 'The Second Sex'?,The sex-gender distinction,domain
Elsa Triolet,What was the name of Simone de Beauvoir's first novel?,She Came to Stay,domain
Elsa Triolet,What was the name of the literary prize that Simone de Beauvoir won in 1954?,Prix Goncourt,domain
Elsa Triolet,What was the name of Colette's most famous work?,Gigi,domain
Elsa Triolet,What was the title of Colette's first four novels?,The Claudine stories,domain
Elsa Triolet,What was the pen name used by Colette's first husband?,Willy,domain
Elsa Triolet,What was the name of Colette's first husband?,Henry Gauthier-Villars,domain
Elsa Triolet,Who was Colette's father?,Captain Jules-Joseph Colette,domain
Elsa Triolet,When was Françoise Sagan born?,21 June 1935,domain
Elsa Triolet,What was the name of the square in Paris that is named after Simone de Beauvoir and Jean-Paul Sartre?,Place Jean-Paul-Sartre-et-Simone-de-Beauvoir,domain
Elsa Triolet,What was Colette's mother's nickname?,Sido,domain
Elsa Triolet,How old was Colette when she married Maurice Goudeket?,52,domain
Elsa Triolet,What is the title of the work by Lewis Carroll that Louis Aragon translated into French?,The Hunting of the Snark,entity
Elsa Triolet,What was the name of the psychoanalyst who praised Marguerite Duras' novel Le Ravissement de Lol V. Stein?,Jacques Lacan,domain
Elsa Triolet,Who helped Marguerite Duras through her health difficulties in the 1980s?,Yann Andréa,domain
Elsa Triolet,When did Marguerite Duras die?,3 March 1996,domain
Elsa Triolet,What was the name of the book in which Marguerite Duras detailed her interactions and companionship with Yann Andréa?,Yann Andréa Steiner,domain
Elsa Triolet,Is Saint-Arnoult-en-Yvelines in the northern or southern part of France?,North-central,entity
Elsa Triolet,During which years was Lilya Brik particularly connected to the Russian avant-garde?,Between 1914 and 1930,entity
Elsa Triolet,What was the name of Marguerite Duras' son?,Jean Mascolo,domain
Elsa Triolet,What was the name of Marguerite Duras' mother?,Marie (née Legrand),domain
Elsa Triolet,In which region of France is Saint-Arnoult-en-Yvelines found?,Île-de-France,entity
Elsa Triolet,In which department of France is Saint-Arnoult-en-Yvelines?,Yvelines,entity
Elsa Triolet,What is the genre of the film 'Roses à crédit'?,Drama,entity
Elsa Triolet,What literary movement was Louis Aragon a leading voice of in France?,The surrealist movement,entity
Elsa Triolet,What political party was Louis Aragon a long-time member of?,The Communist Party,entity
Elsa Triolet,What was the title of Nathalie Sarraute's first book?,Tropismes,domain
Elsa Triolet,What was the theme of Colette's novel La Naissance du Jour?,The conventional lives of women and the renunciation of love,domain
Elsa Triolet,How did Pablo Neruda describe Lilya Brik?,The muse of Russian avant-garde,entity
Elsa Triolet,Who was Marguerite Duras' husband when he was deported to Buchenwald in 1944?,Robert Antelme,domain
Elsa Triolet,What was the name of the literary movement with which Marguerite Duras was associated?,Nouveau roman French literary movement,domain
Elsa Triolet,When was Nathalie Sarraute's first book published?,1939,domain
Elsa Triolet,What was the title of Nathalie Sarraute's novel that was applauded by Jean-Paul Sartre?,Portrait of a Man Unknown,domain
Elsa Triolet,What term did Jean-Paul Sartre use to describe Nathalie Sarraute's novel?,Anti-novel,domain
Elsa Triolet,What literary movement was Nathalie Sarraute associated with?,Nouveau roman,domain
Elsa Triolet,Who were some of the other notable figures associated with the nouveau roman movement?,"Alain Robbe-Grillet, Claude Simon, Marguerite Duras, and Michel Butor",domain
Elsa Triolet,What award did Nathalie Sarraute win in 1963?,Prix international de littérature,domain
Elsa Triolet,What was the name of the book in which Marguerite Duras described her youthful affair with a Chinese-Vietnamese man?,L'Amant (The Lover),domain
Elsa Triolet,What was the title of the novel that won Nathalie Sarraute the Prix international de littérature?,The Golden Fruits,domain
Elsa Triolet,When was Marguerite Duras born?,4 April 1914,domain
Elsa Triolet,Where was Marguerite Duras born?,"Gia Định, Cochinchina, French Indochina (now Vietnam)",domain
Elsa Triolet,What were the professions of Marguerite Duras' parents?,Teachers,domain
Elsa Triolet,In which country is Saint-Arnoult-en-Yvelines located?,France,entity
Elsa Triolet,What was the name of the film for which Marguerite Duras earned a nomination for Best Original Screenplay at the Academy Awards?,Hiroshima mon amour,domain
Elsa Triolet,What was the name of Marguerite Duras' first novel?,"Not specified in the text, but she began using the surname Duras in 1943",domain
Elsa Triolet,How many languages have Nathalie Sarraute's works been translated into?,More than 30 languages,domain
Elsa Triolet,When was Louis Aragon born?,3 October 1897,entity
Elsa Triolet,What role did Osip Brik have in the Cheka?,He was a member,entity
Elsa Triolet,When was Osip Brik born?,28 January 1888,entity
Elsa Triolet,When did Colette publish her novel Chéri?,1920,domain
Elsa Triolet,When was Nathalie Sarraute born?,18 July 1900,domain
Elsa Triolet,Who was Simone de Beauvoir's partner during her college years?,Jean-Paul Sartre,domain
Elsa Triolet,Where was Nathalie Sarraute born?,"Ivanovo-Voznesensk (now Ivanovo), 300 km north-east of Moscow",domain
Elsa Triolet,What was the name of the journal that Simone de Beauvoir edited?,Les Temps Modernes,domain
Elsa Triolet,What is Saint-Arnoult-en-Yvelines?,A commune,entity
Elsa Triolet,What was Nathalie Sarraute's parents' occupation?,"Her mother, Pauline, was a writer, and her father, Ilya Tcherniak, was a chemist",domain
Elsa Triolet,What was Nathalie Sarraute's ethnic origin?,Jewish,domain
Elsa Triolet,Who were the co-founders of the surrealist review Littérature alongside Louis Aragon?,André Breton and Philippe Soupault,entity
Elsa Triolet,What other institutions did Nathalie Sarraute study at?,The University of Oxford and Berlin,domain
Elsa Triolet,Which famous poet was Lilya Brik married to?,Osip Brik,entity
Elsa Triolet,Where did Nathalie Sarraute study law and literature?,The Sorbonne,domain
Elsa Triolet,What was Nathalie Sarraute's occupation before becoming a full-time writer?,Lawyer,domain
Elsa Triolet,Which avant-garde journal did Osip Brik co-found with Vladimir Mayakovsky?,Left Front of Art (LEF),entity
Elsa Triolet,When did Nathalie Sarraute pass the French bar exam?,1926-1941,domain
Emma Watson,What is one of the sustainable fashion brands Emma Watson has worked with?,People Tree,general
Emma Watson,Where was Emma Watson born?,Paris,general
Emma Watson,In which film did Emma Watson portray Meg March?,Little Women,general
Emma Watson,What campaign did Emma Watson help launch with UN Women?,HeForShe,general
Emma Watson,What was Emma Watson's first professional acting role?,Hermione Granger in the Harry Potter film series,general
Franklin D. Roosevelt,Which president did Roosevelt defeat in the 1932 presidential election?,Herbert Hoover,general
Franklin D. Roosevelt,What significant economic program did Roosevelt implement to combat the Great Depression?,The New Deal,general
Franklin D. Roosevelt,What political party did Franklin D. Roosevelt belong to?,Democratic Party,general
Franklin D. Roosevelt,How many terms did Franklin D. Roosevelt serve as president?,Four,general
Franklin D. Roosevelt,When was Franklin D. Roosevelt born?,"January 30, 1882",general
George VI,What was the name of George VI's elder brother?,Edward,general
George VI,What condition did George VI suffer from that required him to seek treatment from a speech therapist?,Stutter,general
George VI,Where did George VI die?,Sandringham House,general
George VI,When did George VI become the last Emperor of India?,1936,general
George VI,What was George VI's birth name?,Albert Frederick Arthur George,general
George W. Bush,Which branch of the military did George W. Bush serve in during his twenties?,Texas Air National Guard,general
George W. Bush,What significant act did Bush sign related to education?,No Child Left Behind Act,general
George W. Bush,"What was the main focus of Bush's administration after the September 11, 2001 terrorist attacks?",War on terror,general
George W. Bush,When was George W. Bush born?,"July 6, 1946",general
George W. Bush,What role did George W. Bush serve in the United States from 2001 to 2009?,43rd president,general
George Washington,Who was George Washington's father?,Augustine Washington,general
George Washington,In what year was George Washington appointed commander of the Continental Army?,1775,general
George Washington,How many terms did George Washington serve as president of the United States?,Two,general
George Washington,What was the name of George Washington's estate?,Mount Vernon,general
George Washington,When was George Washington born?,"February 22, 1732",general
Giovanni Battista Casti,What was the occupation of Pietro Metastasio's father?,Grocer,domain
Giovanni Battista Casti,When was Giovanni Paisiello born?,9 May 1740,domain
Giovanni Battista Casti,At what age did Pietro Metastasio translate the Iliad into octave stanzas?,Twelve,domain
Giovanni Battista Casti,What was the first major work written by Pietro Metastasio?,"Giustino, a Senecan tragedy",domain
Giovanni Battista Casti,What was the name given to Pietro Metastasio by his patron?,Metastasio,domain
Giovanni Battista Casti,Who adopted Pietro Metastasio and became his patron?,Giovanni Vincenzo Gravina,domain
Giovanni Battista Casti,Where was Christoph Willibald Gluck raised?,Bohemia,domain
Giovanni Battista Casti,What was the name of Gluck's father?,Alexander Gluck,domain
Giovanni Battista Casti,What was the occupation of Gluck's father?,Forester and hunter,domain
Giovanni Battista Casti,Where did Gluck study music?,"Milan, under the guidance of Giovanni Battista Sammartini",domain
Giovanni Battista Casti,What instrument did Gluck learn to play?,"Violin, cello, and organ",domain
Giovanni Battista Casti,Who was Pietro Metastasio's mother?,Francesca Galasti,domain
Giovanni Battista Casti,What was the name of Gluck's first opera?,Artaserse,domain
Giovanni Battista Casti,In what year was Gluck's opera 'Orfeo ed Euridice' first performed?,1762,domain
Giovanni Battista Casti,What was the name of the Countess who became Pietro Metastasio's close friend and companion in Vienna?,Countess Althann,domain
Giovanni Battista Casti,How many chamber-cantatas did Alessandro Scarlatti compose?,Upwards of five hundred,domain
Giovanni Battista Casti,What is the style of Alessandro Scarlatti's instrumental music compared to his vocal works?,Curiously antiquated,domain
Giovanni Battista Casti,Who were Alessandro Scarlatti's children who were also composers?,Domenico Scarlatti and Pietro Filippo Scarlatti,domain
Giovanni Battista Casti,What was the name of the opera that gained Alessandro Scarlatti the support of Queen Christina of Sweden?,Gli equivoci nel sembiante,domain
Giovanni Battista Casti,What was the stipend offered to Pietro Metastasio for the post of court poet?,"3,000 florins",domain
Giovanni Battista Casti,What was the post offered to Pietro Metastasio in 1729?,Court poet to the theatre at Vienna,domain
Giovanni Battista Casti,Who set Pietro Metastasio's serenata 'Gli orti esperidi' to music?,Nicola Porpora,domain
Giovanni Battista Casti,"What was the occasion for which Pietro Metastasio composed his first musical serenade, Endimione?",The marriage of his patroness Donna Anna Francesca Ravaschieri Pinelli di Sangro,domain
Giovanni Battista Casti,What was Alessandro Scarlatti's influence on the musical theater of his time?,"He was a model for the musical theater of his time, as evoked by Händel's Italian works",domain
Giovanni Battista Casti,Where was Pietro Metastasio born?,Rome,domain
Giovanni Battista Casti,What special recognition does the frazione of Torre Alfina in Acquapendente have?,It is one of 'The most beautiful villages of Italy'.,entity
Giovanni Battista Casti,"When did Montefiascone first appear in historical documents, and what was its relation to the Papacy in the Middle Ages?","Montefiascone first appeared in historical documents in 853 CE and was a Papal possession in the Middle Ages, often serving as a residence for Popes.",entity
Giovanni Battista Casti,What is the origin of the name 'Montefiascone'?,"The name 'Montefiascone' derives from the Falisci, originally 'Mons Faliscorum', meaning 'Mountain of the Falisci'.",entity
Giovanni Battista Casti,Which Emperor commissioned Prima la musica e poi le parole?,Emperor Joseph II,entity
Giovanni Battista Casti,What is the geographical position of Montefiascone in relation to Lake Bolsena?,Montefiascone stands on a hill on the southeast side of Lake Bolsena.,entity
Giovanni Battista Casti,When was Antonio Vivaldi born?,4 March 1678,domain
Giovanni Battista Casti,Where is Montefiascone located?,"Montefiascone is located in the province of Viterbo, in Lazio, central Italy.",entity
Giovanni Battista Casti,What historical significance does Montefiascone hold in relation to the Etruscan civilization?,"Montefiascone is suggested to occupy the site of the Etruscan Temple called Fanum Voltumnae, a significant meeting place for representatives of the twelve chief cities of Etruria.",entity
Giovanni Battista Casti,When did Acquapendente become part of the Papal States?,In 1449.,entity
Giovanni Battista Casti,What was Antonio Vivaldi's father's profession?,Barber and professional violinist,domain
Giovanni Battista Casti,What was Alessandro Scarlatti's contribution to the development of the symphony?,Inventor of the Italian overture in three movements,domain
Giovanni Battista Casti,What is Acquapendente known for in terms of local production?,"Vegetables and wine production, and pottery craftsmanship.",entity
Giovanni Battista Casti,Where was the first performance of Prima la musica e poi le parole held?,Orangery of the Schönbrunn Palace in Vienna,entity
Giovanni Battista Casti,What notable positions did William Stewart Rose hold during his lifetime?,"Member of Parliament, Surveyor of Green-wax Monies, Clerk of Pleas at the Exchequer, and Reading Clerk to the House of Lords",entity
Giovanni Battista Casti,Where was 'La grotta di Trofonio' first performed?,Burgtheater in Vienna,entity
Giovanni Battista Casti,When was Prima la musica e poi le parole first performed?,7 February 1786,entity
Giovanni Battista Casti,What is the significance of the title 'Prima la musica e poi le parole' in relation to another opera?,"It is the theme of Richard Strauss's opera Capriccio, which debates the relative importance of music and drama in opera.",entity
Giovanni Battista Casti,Who was Gluck's patron in Paris?,Marie Antoinette,domain
Giovanni Battista Casti,What was the rumor about the relationship between Pietro Metastasio and Countess Althann?,It was believed they had been privately married,domain
Giovanni Battista Casti,When was Christoph Willibald Gluck born?,2 July 1714,domain
Giovanni Battista Casti,Who was the patron of Alessandro Scarlatti in Florence?,Ferdinando de' Medici,domain
Giovanni Battista Casti,Who was the Roman prima donna who persuaded Pietro Metastasio to give up the law and devote his talents to the musical drama?,Marianna Bulgarelli,domain
Giovanni Battista Casti,What was the name of the opera that Gluck composed for the Parisian stage in 1779?,Iphigénie en Tauride,domain
Giovanni Battista Casti,When was Pietro Metastasio born?,3 January 1698,domain
Giovanni Battista Casti,When did Pietro Metastasio's creative powers begin to decline?,Around 1745,domain
Giovanni Battista Casti,When was Alessandro Scarlatti born?,2 May 1660,domain
Giovanni Battista Casti,Where was Alessandro Scarlatti born?,Palermo (or Trapani),domain
Giovanni Battista Casti,Who was Alessandro Scarlatti's teacher in Rome?,Giacomo Carissimi,domain
Giovanni Battista Casti,What was the influence on Alessandro Scarlatti's early works?,Stradella and Legrenzi,domain
Giovanni Battista Casti,What was Alessandro Scarlatti's role in the viceroy of Naples' court in 1684?,Maestro di cappella,domain
Giovanni Battista Casti,What was the relationship between Pietro Metastasio and Marianna Bulgarelli?,She adopted him and took care of his family,domain
Giovanni Battista Casti,What was William Stewart Rose known for championing in the literary world?,Italian poets and a burlesque style of verse,entity
Giovanni Battista Casti,In what language is the libretto of 'La grotta di Trofonio' written?,Italian,entity
Giovanni Battista Casti,Who was instrumental in the revival of Antonio Vivaldi's music in the 20th century?,"Fritz Kreisler, Marc Pincherle, and others",domain
Giovanni Battista Casti,What is the meaning of the name 'Acquapendentem'?,Hanging water.,entity
Giovanni Battista Casti,Who conducted Gluck's De profundis at his formal commemoration?,Antonio Salieri,domain
Giovanni Battista Casti,How many operas did Antonio Vivaldi compose?,Around 50,domain
Giovanni Battista Casti,What was the name of Gluck's musical heir in Paris?,Antonio Salieri,domain
Giovanni Battista Casti,What was the name of Antonio Vivaldi's father?,Giovanni Battista Vivaldi,domain
Giovanni Battista Casti,At what age did Antonio Vivaldi begin studying to become a priest?,15,domain
Giovanni Battista Casti,At what age was Antonio Vivaldi ordained as a priest?,25,domain
Giovanni Battista Casti,How did World War II affect Montefiascone?,Montefiascone was damaged by two Allied bombings in May 1944.,entity
Giovanni Battista Casti,What instrument did Antonio Vivaldi play?,Violin,domain
Giovanni Battista Casti,What was the name of Antonio Vivaldi's first opera?,Ottone in villa,domain
Giovanni Battista Casti,What was the name of Antonio Vivaldi's most famous work?,The Four Seasons,domain
Giovanni Battista Casti,Where was Antonio Vivaldi born?,"Venice, Republic of Venice",domain
Giovanni Battista Casti,Why did Antonio Vivaldi leave Venice?,To take up a position as a composer in the imperial court in Vienna,domain
Giovanni Battista Casti,Where did Antonio Vivaldi die?,Vienna,domain
Giovanni Battista Casti,What is the name of the catalog used to identify Antonio Vivaldi's compositions?,Ryom-Verzeichnis,domain
Hartmann von Aue,What type of songs did Reinmar von Hagenau compose and perform?,Love-songs in Middle High German,domain
Hartmann von Aue,What is the Neue Deutsche Biographie?,It is a biographical reference work.,entity
Hartmann von Aue,What is the significance of the sparrow-hawk in the story?,"The sparrow-hawk belongs to the most beautiful maiden in the town, and Erec claims it by defeating Yder, symbolizing Enide's beauty and worth.",entity
Hartmann von Aue,How does Gregorius discover his true origins?,The abbot reveals a tablet that relates the story of his birth.,entity
Hartmann von Aue,What is 'Der arme Heinrich' about?,"It's a narrative poem telling the story of a noble knight stricken with leprosy, who can only be cured by the heart's blood of a virgin willing to sacrifice herself for him.",entity
Hartmann von Aue,What is the name of the square in Bolzano where a statue of Walter von der Vogelweide was unveiled in 1889?,Walther von der Vogelweide-Platz,domain
Hartmann von Aue,When was 'Der arme Heinrich' probably written?,In the 1190s.,entity
Hartmann von Aue,Are the articles from the first 26 volumes of Neue Deutsche Biographie available online?,"Yes, they are freely available online.",entity
Hartmann von Aue,When was Iwein likely completed?,Iwein was likely completed around the start of the 13th century.,entity
Hartmann von Aue,How does Erec meet Enide?,"Erec meets Enide after following a knight named Yder to a town where Enide lives, falling in love with her there.",entity
Hartmann von Aue,What must Heinrich do to be cured of his leprosy?,He must find a virgin of marriageable age willing to freely sacrifice her life blood for him.,entity
Hartmann von Aue,Who wrote a modernised and colloquial verse translation of 34 songs by Walter von der Vogelweide?,Peter Rühmkorf,domain
Hartmann von Aue,How many complete manuscripts and fragments of Walter von der Vogelweide's work are preserved?,Over 30,domain
Hartmann von Aue,Who evaluated Walter von der Vogelweide's work as one of the most outstanding and innovative authors of his generation?,Grove Music Online,domain
Hartmann von Aue,"What is the name of the poem that is considered one of Walter von der Vogelweide's most beautiful lyrics, written after the death of Duke Frederick I?","Not specified, but it is mentioned as one of his most beautiful lyrics",domain
Hartmann von Aue,What is the name of the garden where Walter von der Vogelweide's tomb is located?,Lusamgärtchen,domain
Hartmann von Aue,Where was Walter von der Vogelweide buried?,Würzburg,domain
Hartmann von Aue,What is the main plot of Erec and Enide?,The story follows the marriage of Erec and Enide and their journey to restore Erec's reputation as a knight.,entity
Hartmann von Aue,Who publishes the Neue Deutsche Biographie?,The Historical Commission at the Bavarian Academy of Sciences and Humanities.,entity
Hartmann von Aue,What is the significance of the lion in Iwein's story?,"The lion becomes Iwein's companion after Iwein helps it fight a dragon, symbolizing Iwein's restored honour and heroism.",entity
Hartmann von Aue,What marked the 'golden age' of medieval German literature?,"The period around 1170 to 1230, known for the blossoming of Minnesang, courtly romances, and a new take on the heroic tradition.",entity
Hartmann von Aue,What influenced the early MHG lyric poetry known as Minnesang?,The French and Provençal tradition of courtly love song.,entity
Hartmann von Aue,Who is the author of Erec and Enide?,Chrétien de Troyes,entity
Hartmann von Aue,How does Heinrich react upon seeing the girl prepared for the sacrifice?,"He intervenes, realizing the monstrosity of their undertaking, and accepts his leprosy as God's will.",entity
Hartmann von Aue,What was the name of the emperor who gave Walter von der Vogelweide a small fief in Franconia?,Frederick II,domain
Hartmann von Aue,What is the name of the story that features Walter von der Vogelweide as one of the traditional competitors in the tale of the song contest at the Wartburg?,The tale of the song contest at the Wartburg,domain
Hartmann von Aue,How does the story of Erec and Enide conclude?,"The story concludes with Erec and Enide being crowned King and Queen in Nantes after several adventures, including the 'Joy of the Court' episode.",entity
Hartmann von Aue,Who was Walter von der Vogelweide's master and patron in Vienna?,Duke Frederick I of the house of Babenberg and Reinmar von Hagenau,domain
Hartmann von Aue,What is the name of the poem that pictures the changes that had taken place in the scenes of Walter von der Vogelweide's childhood?,"Not specified, but it is mentioned as a poem about his native Tirol",domain
Hartmann von Aue,What is often repressed in Reinmar's lyrics?,Passion and natural feeling,domain
Hartmann von Aue,What was Reinmar's status in the century after his death?,"Paramount, second only to Walther",domain
Hartmann von Aue,Who included Reinmar as one of the 'twelve old masters' of their craft?,The meistersinger of the 15th century,domain
Hartmann von Aue,Where was Ulrich von Hutten born?,"Steckelberg Castle, now in Schlüchtern, Hesse",domain
Hartmann von Aue,When was Reinmar von Hagenau a German Minnesänger?,Late twelfth century,domain
Hartmann von Aue,What was the occupation of Ulrich von Hutten's father?,Knight,domain
Hartmann von Aue,How does the story of Tristan end in Gottfried's version?,"The story ends with Tristan expressing his emotional confusion over the two Isoldes, and does not provide a complete conclusion",domain
Hartmann von Aue,When was Ulrich von Hutten born?,21 April 1488,domain
Hartmann von Aue,"What is the name of the edition that is used as a reference for Walter von der Vogelweide's songs, which includes page and line numbers?",Lachmann edition,domain
Hartmann von Aue,What is the time frame for Middle High German literature?,Between the middle of the 11th century and the middle of the 14th century.,entity
Hartmann von Aue,When did Gottfried von Strassburg die?,Around 1210,domain
Hartmann von Aue,What is the name of the Middle High German courtly romance written by Gottfried von Strassburg?,Tristan,domain
Hartmann von Aue,What is known about Gottfried's life?,Nothing is known about his life except that he was probably from Strasbourg and was a man of good birth and position,domain
Hartmann von Aue,What office did Gottfried likely hold in his native city of Strasbourg?,An important municipal office,domain
Hartmann von Aue,What suggests that Gottfried was not a knight?,"The fact that he is always referred to as Meister (master) and not Herr (sir), and his dismissive attitude towards knightly exploits in Tristan",domain
Hartmann von Aue,What level of education did Gottfried likely have?,A high level of monastic education,domain
Hartmann von Aue,What is distinctive about Gottfried's rhetorical style?,"It is incredibly complex, marked by the extensive use of symmetrical structure and detailed word and sound patterns",domain
Hartmann von Aue,What literary device does Gottfried use to both humorous and tragic effects?,Irony,domain
Hartmann von Aue,What is the source of Gottfried's work Tristan?,"The Tristan of Thomas of Britain, an Anglo-French work of around 1160",domain
Hartmann von Aue,How does Gottfried's Tristan differ from other versions of the story?,Gottfried's Tristan is more psychologically refined and expanded than other versions,domain
Hartmann von Aue,What is the structure of the text of Tristan?,"It is written in rhyming couplets, with a strophic prologue and acrostic initials",domain
Hartmann von Aue,What is the significance of the initial letters of the quatrains in the prologue?,"They form an acrostic with the names Gotefrid-Tristan-Isolde, and also give the name Dieterich, which is assumed to be the name of Gottfried's patron",domain
Hartmann von Aue,What is the story of Tristan about?,"The story of Tristan and Isolde, and their doomed love",domain
Hartmann von Aue,What is the significance of the love potion in the story of Tristan?,"The love potion is a contentious element in the story, and its power and significance are open to interpretation",domain
Hartmann von Aue,When was Walter von der Vogelweide born?,Around 1170,domain
Hartmann von Aue,What was Walter von der Vogelweide's occupation?,"Minnesänger, a travelling singer and poet",domain
Hartmann von Aue,What is the name of the collection that includes around 90% of Walter von der Vogelweide's known songs?,Codex Manesse,domain
Hartmann von Aue,What is characteristic of Reinmar's lyrics?,"Romance influence, perfect form, and courtly sentiment",domain
Hartmann von Aue,How many volumes of the Neue Deutsche Biographie have been published as of 2016?,27 volumes.,entity
Hartmann von Aue,What was the point of issue in the literary feud between Reinmar and Walther?,Reinmar's strict adherence to the classical idea of unrequited courtly love,domain
Hartmann von Aue,Who lamented Reinmar's death in his literary excursus?,Gottfried von Strassburg,domain
Hartmann von Aue,Where did Ulrich von Hutten receive his education?,"Fulda Abbey, University of Greifswald, University of Wittenberg",domain
Hartmann von Aue,When was Reinmar der Alte a German Minnesänger?,Late twelfth century,domain
Hartmann von Aue,Why did Erasmus of Rotterdam refuse to see Ulrich von Hutten when he came to Basel in 1523?,Because of their literary quarrel,domain
Hartmann von Aue,What was the name of the work that Ulrich von Hutten wrote against Erasmus of Rotterdam?,"Ulrichi ab Hutten cum Erasmo Rotirodamo, Presbytero, Theologo, Expostulatio",domain
Hartmann von Aue,What was the name of the revolt that Ulrich von Hutten and Franz von Sickingen led against the power of the Roman Catholic Church?,The Knights' Revolt,domain
Hartmann von Aue,Who did Ulrich von Hutten accompany on several official journeys to Paris and to the Diet of Augsburg?,Archbishop Albert,domain
Hartmann von Aue,What was the name of the Latin dialogue that Ulrich von Hutten wrote featuring the Germanic chieftain Arminius?,Arminius,domain
Hartmann von Aue,What was the name of the literary work that Ulrich von Hutten was a chief contributor to?,Epistolæ Obscurorum Virorum,domain
Hartmann von Aue,What type of songs did Reinmar der Alte compose and perform?,Love-songs in Middle High German,domain
Hartmann von Aue,What was the name of the disease that Ulrich von Hutten suffered from for the final 15 years of his life?,Syphilis,domain
Hartmann von Aue,What was the name of the work that Ulrich von Hutten wrote about the symptoms of syphilis and its treatment?,De morbo Gallico,domain
Hartmann von Aue,Why was Ulrich von Hutten destined for the monastic life?,Because he was small of stature and sickly,domain
