title,question,answer,type
George VI,When did George VI become the last Emperor of India?,1936,general
George VI,What was George VI's birth name?,Albert Frederick Arthur George,general
George W. Bush,Which branch of the military did George W. Bush serve in during his twenties?,Texas Air National Guard,general
George W. Bush,What significant act did Bush sign related to education?,No Child Left Behind Act,general
George W. Bush,"What was the main focus of Bush's administration after the September 11, 2001 terrorist attacks?",War on terror,general
George W. Bush,When was George W. Bush born?,"July 6, 1946",general
George W. Bush,What role did George W. Bush serve in the United States from 2001 to 2009?,43rd president,general
George Washington,Who was George Washington's father?,Augustine Washington,general
George Washington,In what year was George Washington appointed commander of the Continental Army?,1775,general
George Washington,How many terms did George Washington serve as president of the United States?,Two,general
George Washington,What was the name of George Washington's estate?,Mount Vernon,general
George Washington,When was George Washington born?,"February 22, 1732",general
Giovanni Battista Casti,What was the occupation of Pietro Metastasio's father?,Grocer,domain
Giovanni Battista Casti,Who adopted Pietro Metastasio and became his patron?,Giovanni Vincenzo Gravina,domain
Giovanni Battista Casti,What was the name of the opera that Gluck composed for the Parisian stage in 1779?,Iphigénie en Tauride,domain
Giovanni Battista Casti,In what year was Gluck's opera 'Orfeo ed Euridice' first performed?,1762,domain
Giovanni Battista Casti,What was the stipend offered to Pietro Metastasio for the post of court poet?,"3,000 florins",domain
Giovanni Battista Casti,What was the name of Antonio Vivaldi's first opera?,Ottone in villa,domain
Giovanni Battista Casti,When was Alessandro Scarlatti born?,2 May 1660,domain
Giovanni Battista Casti,What was Antonio Vivaldi's father's profession?,Barber and professional violinist,domain
Giovanni Battista Casti,How many operas did Antonio Vivaldi compose?,Around 50,domain
Giovanni Battista Casti,What was the name of Gluck's first opera?,Artaserse,domain
Giovanni Battista Casti,Where did Antonio Vivaldi die?,Vienna,domain
Giovanni Battista Casti,What was the first major work written by Pietro Metastasio?,"Giustino, a Senecan tragedy",domain
Giovanni Battista Casti,When was Pietro Metastasio born?,3 January 1698,domain
Giovanni Battista Casti,When was Christoph Willibald Gluck born?,2 July 1714,domain
Giovanni Battista Casti,What was the occupation of Gluck's father?,Forester and hunter,domain
Giovanni Battista Casti,Who were Alessandro Scarlatti's children who were also composers?,Domenico Scarlatti and Pietro Filippo Scarlatti,domain
Giovanni Battista Casti,Where was Christoph Willibald Gluck raised?,Bohemia,domain
Giovanni Battista Casti,What was the name given to Pietro Metastasio by his patron?,Metastasio,domain
Giovanni Battista Casti,What special recognition does the frazione of Torre Alfina in Acquapendente have?,It is one of 'The most beautiful villages of Italy'.,entity
Giovanni Battista Casti,"When did Montefiascone first appear in historical documents, and what was its relation to the Papacy in the Middle Ages?","Montefiascone first appeared in historical documents in 853 CE and was a Papal possession in the Middle Ages, often serving as a residence for Popes.",entity
Giovanni Battista Casti,What is the origin of the name 'Montefiascone'?,"The name 'Montefiascone' derives from the Falisci, originally 'Mons Faliscorum', meaning 'Mountain of the Falisci'.",entity
Giovanni Battista Casti,Which Emperor commissioned Prima la musica e poi le parole?,Emperor Joseph II,entity
Giovanni Battista Casti,What is the geographical position of Montefiascone in relation to Lake Bolsena?,Montefiascone stands on a hill on the southeast side of Lake Bolsena.,entity
Giovanni Battista Casti,Where is Montefiascone located?,"Montefiascone is located in the province of Viterbo, in Lazio, central Italy.",entity
Giovanni Battista Casti,What historical significance does Montefiascone hold in relation to the Etruscan civilization?,"Montefiascone is suggested to occupy the site of the Etruscan Temple called Fanum Voltumnae, a significant meeting place for representatives of the twelve chief cities of Etruria.",entity
Giovanni Battista Casti,When did Acquapendente become part of the Papal States?,In 1449.,entity
Giovanni Battista Casti,What is Acquapendente known for in terms of local production?,"Vegetables and wine production, and pottery craftsmanship.",entity
Giovanni Battista Casti,Where was the first performance of Prima la musica e poi le parole held?,Orangery of the Schönbrunn Palace in Vienna,entity
Giovanni Battista Casti,What notable positions did William Stewart Rose hold during his lifetime?,"Member of Parliament, Surveyor of Green-wax Monies, Clerk of Pleas at the Exchequer, and Reading Clerk to the House of Lords",entity
Giovanni Battista Casti,Where was 'La grotta di Trofonio' first performed?,Burgtheater in Vienna,entity
Giovanni Battista Casti,When was Prima la musica e poi le parole first performed?,7 February 1786,entity
Giovanni Battista Casti,What is the significance of the title 'Prima la musica e poi le parole' in relation to another opera?,"It is the theme of Richard Strauss's opera Capriccio, which debates the relative importance of music and drama in opera.",entity
Giovanni Battista Casti,What was William Stewart Rose known for championing in the literary world?,Italian poets and a burlesque style of verse,entity
Giovanni Battista Casti,In what language is the libretto of 'La grotta di Trofonio' written?,Italian,entity
Giovanni Battista Casti,What is the meaning of the name 'Acquapendentem'?,Hanging water.,entity
Giovanni Battista Casti,How did World War II affect Montefiascone?,Montefiascone was damaged by two Allied bombings in May 1944.,entity
Hartmann von Aue,Why was Ulrich von Hutten destined for the monastic life?,Because he was small of stature and sickly,domain
Hartmann von Aue,How is Reinmar referred to in the Minnesang manuscripts?,"By his forename, Her Reinmar",domain
Hartmann von Aue,What type of songs did Reinmar von Hagenau compose and perform?,Love-songs in Middle High German,domain
Hartmann von Aue,What was the name of the work that Ulrich von Hutten wrote against Erasmus of Rotterdam?,"Ulrichi ab Hutten cum Erasmo Rotirodamo, Presbytero, Theologo, Expostulatio",domain
Hartmann von Aue,"What is the name of the poem that is considered one of Walter von der Vogelweide's most beautiful lyrics, written after the death of Duke Frederick I?","Not specified, but it is mentioned as one of his most beautiful lyrics",domain
Hartmann von Aue,What was Walter von der Vogelweide's occupation?,"Minnesänger, a travelling singer and poet",domain
Hartmann von Aue,When was Reinmar von Hagenau a German Minnesänger?,Late twelfth century,domain
Hartmann von Aue,What is often repressed in Reinmar's lyrics?,Passion and natural feeling,domain
Hartmann von Aue,What suggests that Gottfried was not a knight?,"The fact that he is always referred to as Meister (master) and not Herr (sir), and his dismissive attitude towards knightly exploits in Tristan",domain
Hartmann von Aue,Who is mentioned in one of Reinmar's songs?,"Leopold V, Duke of Austria",domain
Hartmann von Aue,When was Gottfried's Tristan dated to?,Around 1210,domain
Hartmann von Aue,What is the name of the story that features Walter von der Vogelweide as one of the traditional competitors in the tale of the song contest at the Wartburg?,The tale of the song contest at the Wartburg,domain
Hartmann von Aue,Who lamented Reinmar's death in his literary excursus?,Gottfried von Strassburg,domain
Hartmann von Aue,What was Reinmar's status in the century after his death?,"Paramount, second only to Walther",domain
Hartmann von Aue,What is the significance of the love potion in the story of Tristan?,"The love potion is a contentious element in the story, and its power and significance are open to interpretation",domain
Hartmann von Aue,What was the name of the disease that Ulrich von Hutten suffered from for the final 15 years of his life?,Syphilis,domain
Hartmann von Aue,How many complete manuscripts and fragments of Walter von der Vogelweide's work are preserved?,Over 30,domain
Hartmann von Aue,What was the occupation of Ulrich von Hutten's father?,Knight,domain
Hartmann von Aue,What type of songs did Reinmar der Alte compose and perform?,Love-songs in Middle High German,domain
Hartmann von Aue,What was the name of the emperor who gave Walter von der Vogelweide a small fief in Franconia?,Frederick II,domain
Hartmann von Aue,What is the Neue Deutsche Biographie?,It is a biographical reference work.,entity
Hartmann von Aue,What is the significance of the sparrow-hawk in the story?,"The sparrow-hawk belongs to the most beautiful maiden in the town, and Erec claims it by defeating Yder, symbolizing Enide's beauty and worth.",entity
Hartmann von Aue,How does Gregorius discover his true origins?,The abbot reveals a tablet that relates the story of his birth.,entity
Hartmann von Aue,What is 'Der arme Heinrich' about?,"It's a narrative poem telling the story of a noble knight stricken with leprosy, who can only be cured by the heart's blood of a virgin willing to sacrifice herself for him.",entity
Hartmann von Aue,When was 'Der arme Heinrich' probably written?,In the 1190s.,entity
Hartmann von Aue,Are the articles from the first 26 volumes of Neue Deutsche Biographie available online?,"Yes, they are freely available online.",entity
Hartmann von Aue,When was Iwein likely completed?,Iwein was likely completed around the start of the 13th century.,entity
Hartmann von Aue,How does Erec meet Enide?,"Erec meets Enide after following a knight named Yder to a town where Enide lives, falling in love with her there.",entity
Hartmann von Aue,What must Heinrich do to be cured of his leprosy?,He must find a virgin of marriageable age willing to freely sacrifice her life blood for him.,entity
Hartmann von Aue,What is the main plot of Erec and Enide?,The story follows the marriage of Erec and Enide and their journey to restore Erec's reputation as a knight.,entity
Hartmann von Aue,Who publishes the Neue Deutsche Biographie?,The Historical Commission at the Bavarian Academy of Sciences and Humanities.,entity
Hartmann von Aue,What is the significance of the lion in Iwein's story?,"The lion becomes Iwein's companion after Iwein helps it fight a dragon, symbolizing Iwein's restored honour and heroism.",entity
Hartmann von Aue,What marked the 'golden age' of medieval German literature?,"The period around 1170 to 1230, known for the blossoming of Minnesang, courtly romances, and a new take on the heroic tradition.",entity
Hartmann von Aue,What influenced the early MHG lyric poetry known as Minnesang?,The French and Provençal tradition of courtly love song.,entity
Hartmann von Aue,Who is the author of Erec and Enide?,Chrétien de Troyes,entity
Hartmann von Aue,How does Heinrich react upon seeing the girl prepared for the sacrifice?,"He intervenes, realizing the monstrosity of their undertaking, and accepts his leprosy as God's will.",entity
Hartmann von Aue,How does the story of Erec and Enide conclude?,"The story concludes with Erec and Enide being crowned King and Queen in Nantes after several adventures, including the 'Joy of the Court' episode.",entity
Hartmann von Aue,What is the time frame for Middle High German literature?,Between the middle of the 11th century and the middle of the 14th century.,entity
Hartmann von Aue,How many volumes of the Neue Deutsche Biographie have been published as of 2016?,27 volumes.,entity
Hartmann von Aue,How is Gregorius discovered to be the next pope?,"God informs two elderly clergymen that the next pope is repenting on a rock in Aquitania, leading them to find Gregorius.",entity
Heath Ledger,What kind of ancestry did Heath Ledger have?,"English, Irish, and Scottish",general
Heath Ledger,Where was Heath Ledger born?,"Perth, Western Australia",general
Heath Ledger,What caused Heath Ledger's death?,Accidental overdose of medications,general
Heath Ledger,What character did Heath Ledger portray in 'The Dark Knight'?,The Joker,general
Heath Ledger,What nationality was Heath Ledger?,Australian,general
Heinrich Ritter,What was the name of the essay where Schopenhauer discussed his views on women?,On Women,domain
Heinrich Ritter,Where was Johann Gottlieb Fichte born?,"Rammenau, Upper Lusatia",domain
Heinrich Ritter,What was the title of Schopenhauer's main work?,The World as Will and Representation,domain
Heinrich Ritter,"What was the name of the lectures that Johann Gottlieb Fichte gave in 1807-1808, which attempted to define the German Nation?",Addresses to the German Nation,domain
Heinrich Ritter,Who did Schelling share a room with at the Tübinger Stift?,Hegel and Hölderlin,domain
Heinrich Ritter,What was the name of Wilhelm von Humboldt's university?,Universities of Frankfurt (Oder) and Göttingen,domain
Heinrich Ritter,What concept did Wilhelm von Humboldt introduce in his book on the philosophy of speech?,The inner form of language,domain
Heinrich Ritter,What was the name of the concept that Schopenhauer believed was the fundamental driving force behind human behavior?,The Will to Live,domain
Heinrich Ritter,Why did Wilhelm von Humboldt leave Rome in 1809?,To lead the directorate of education under Friedrich Ferdinand Alexander zu Dohna-Schlobitten,domain
Heinrich Ritter,"What was the name of the book that Johann Gottlieb Fichte published in 1794, which outlined his system of transcendental idealism?",The Foundations of the Science of Knowledge,domain
Heinrich Ritter,Where was Wilhelm von Humboldt born?,"Potsdam, Margraviate of Brandenburg",domain
Heinrich Ritter,What was the title of Schelling's lecture series published in 1856?,Introduction to the Philosophy of Mythology,domain
Heinrich Ritter,Who was Schelling's mentor in his early years?,Johann Gottlieb Fichte,domain
Heinrich Ritter,What was the name of the society that Schopenhauer praised for its efforts to prevent cruelty to animals?,Society for the Prevention of Cruelty to Animals,domain
Heinrich Ritter,What was the name of Schopenhauer's only sibling?,Adele Schopenhauer,domain
Heinrich Ritter,What was the name of the university where Johann Gottlieb Fichte was made rector and first Chair of Philosophy in 1810?,The University of Berlin,domain
Heinrich Ritter,What was the occupation of Johann Gottlieb Fichte's father?,Ribbon weaver,domain
Heinrich Ritter,When was Johann Gottlieb Fichte born?,19 May 1762,domain
Heinrich Ritter,Who influenced Schelling greatly during his studies?,Kant and Fichte,domain
Heinrich Ritter,What was the name of the philosopher who was influenced by Schopenhauer's philosophy?,Friedrich Nietzsche,domain
Heinrich Ritter,What is one of the major contributions of Schleiermacher to the field of humanities?,His work forms part of the foundation of the modern field of hermeneutics.,entity
Heinrich Ritter,What fields did Schleiermacher contribute to?,"He contributed to theology, philosophy, and biblical scholarship.",entity
Heinrich Ritter,On which river is Zerbst's town centre located?,River Nuthe,entity
Heinrich Ritter,What was Ludwig Preller's field of study?,Philology and antiquarian studies,entity
Heinrich Ritter,What is the Port of Hamburg known for in Europe?,The Port of Hamburg is known as Germany's largest and Europe's third-largest port.,entity
Heinrich Ritter,In which cultural movement was Schleiermacher a leader?,He was a leader of German Romanticism.,entity
Heinrich Ritter,What was Zerbst's administrative status before 2007?,Capital of the former Anhalt-Zerbst district,entity
Heinrich Ritter,How many students are enrolled at the University of Göttingen?,"Around 31,600",entity
Heinrich Ritter,What movement is Friedrich Schleiermacher considered an early leader in?,He is considered an early leader in liberal Christianity.,entity
Heinrich Ritter,What is the German pronunciation of Zerbst?,[ˈt͡sɛʁpst],entity
Heinrich Ritter,What significant cultural heritage sites does Hamburg have that were declared by UNESCO in 2015?,The Speicherstadt and Kontorhausviertel were declared World Heritage Sites by UNESCO in 2015.,entity
Heinrich Ritter,What was the main goal behind the founding of the University of Göttingen?,To promote the ideals of the Enlightenment,entity
Heinrich Ritter,Which city has the highest number of bridges in Europe?,Hamburg has the highest number of bridges in Europe.,entity
Heinrich Ritter,Who founded the University of Göttingen?,"George II, King of Great Britain and Elector of Hanover",entity
Heinrich Ritter,What is Friedrich Schleiermacher often called?,He is often called the 'Father of Modern Liberal Theology'.,entity
Heinrich Ritter,What are the two rivers at the mouth of which Hamburg is located?,Hamburg is located at the mouth of the Alster and Bille rivers.,entity
Heinrich Ritter,What is the official name of Hamburg?,The official name is the Free and Hanseatic City of Hamburg.,entity
Heinrich Ritter,How does Hamburg rank in terms of population size in Germany?,Hamburg is the second-largest city in Germany.,entity
Heinrich Ritter,In which German state is Zerbst located?,Saxony-Anhalt,entity
Heinrich Ritter,What is the official name of the University of Göttingen?,Georg August University of Göttingen,entity
Heinz Erhardt,When did Harald Schmidt announce that he would not return to TV?,2014,domain
Heinz Erhardt,When was Werner Finck born?,2 May 1902,domain
Heinz Erhardt,What was the name of the television series that Loriot created and starred in?,Loriot,domain
Heinz Erhardt,When did Heinz Rühmann begin his acting career?,Early 1920s,domain
Heinz Erhardt,What was the name of Otto Waalkes' mother?,Adele (born Lüpkes),domain
Heinz Erhardt,What was Otto Waalkes' father's profession?,Painter and decorator,domain
Heinz Erhardt,When was Loriot born?,12 November 1923,domain
Heinz Erhardt,Where was Heinz Rühmann born?,Essen,domain
Heinz Erhardt,What was Loriot's career before becoming a comedian?,He was a military officer and served as Oberleutnant of Panzergrenadierregiment 3 in the 3rd Panzer Division,domain
Heinz Erhardt,How many books has Harald Schmidt published?,More than 10,domain
Heinz Erhardt,When did Heinz Rühmann die?,3 October 1994,domain
Heinz Erhardt,What was the title of Heinz Rühmann's first major film role in 1930?,Die Drei von der Tankstelle (The Three from the Filling Station),domain
Heinz Erhardt,When did Harald Schmidt start hosting Die Harald Schmidt Show on Sat.1?,1995,domain
Heinz Erhardt,When was Heinz Rühmann born?,7 March 1902,domain
Heinz Erhardt,What was Loriot's family background?,"He belonged to the German aristocracy, the von Bülow family",domain
Heinz Erhardt,When did Harald Schmidt become a lyricist for the cabaret Kom(m)ödchen?,1984,domain
Heinz Erhardt,What was the name of Otto Waalkes' first album release?,Otto,domain
Heinz Erhardt,What was the name of Otto Waalkes' second wife?,Eva Hassmann,domain
Heinz Erhardt,What was Harald Schmidt's first role on stage?,2nd Mamaluke in Lessing's Nathan the Wise,domain
Heinz Erhardt,How many films did Heinz Rühmann act in during the 1933-45 period?,37,domain
Heinz Erhardt,When and where did Kabarett venues start appearing in Germany?,"Kabarett venues started appearing in Germany from 1901, with the creation of Berlin's Überbrettl venue.",entity
Heinz Erhardt,When was the Kriegsmarine the navy of Nazi Germany?,1935 to 1945,entity
Heinz Erhardt,Who created the Order of Merit of the Federal Republic of Germany?,"Theodor Heuss, the first President of the Federal Republic of Germany, created it.",entity
Heinz Erhardt,What characterized Kabarett during the Weimar era?,"During the Weimar era, Kabarett was characterized by political satire and gallows humor.",entity
Heinz Erhardt,What did the Kriegsmarine supersede?,The Imperial German Navy and the Reichsmarine,entity
Heinz Erhardt,Was Wellingsbüttel always a part of Hamburg?,"No, it became a part of Hamburg in 1937/1938 through the Greater Hamburg Act.",entity
Heinz Erhardt,What is Wellingsbüttel?,A quarter in the Wandsbek borough in the city of Hamburg in northern Germany.,entity
Heinz Erhardt,How many people have been awarded the Order of Merit of the Federal Republic of Germany?,"Over 260,000 individuals have been awarded.",entity
Heinz Erhardt,What treaty did the Kriegsmarine violate by expanding in the 1930s?,The Treaty of Versailles,entity
Heinz Erhardt,What is the Order of Merit of the Federal Republic of Germany?,"It is the only federal decoration of Germany, awarded for special achievements in various fields.",entity
Heinz Erhardt,What was the name of the first Kabarett venue and where was it located?,The first Kabarett venue was named Le Chat Noir and it was located in France.,entity
Heinz Erhardt,What led to the decline of Kapellmeister positions by the end of the 18th century?,The economic decline of the nobility and the rising costs of maintaining a Kapelle,entity
Heinz Erhardt,What is a distinct aspect of German Kabarett compared to its French origin?,A distinct aspect of German Kabarett is its use of gallows humor.,entity
Heinz Erhardt,What was the role of a Kapellmeister during the period 1500–1800 in German-speaking countries?,The director of music for a monarch or nobleman,entity
Heinz Erhardt,How does Kabarett differ from other forms of cabaret?,"Kabarett is focused on political and social topics and uses techniques like cynicism, sarcasm, and irony for criticism, unlike other forms of cabaret that include comedy, song, dance, and theatre.",entity
Heinz Erhardt,What did becoming a Kapellmeister signify for a professional musician?,A mark of success and considerable musical skill,entity
Heinz Erhardt,How long is the Kurfürstendamm?,3.5 km (2.2 mi),entity
Heinz Erhardt,Which famous café is located at the junction with Joachimstaler Straße?,Café Kranzler,entity
Heinz Erhardt,How did Wellingsbüttel become part of Hamburg?,Through the Greater Hamburg Act.,entity
Heinz Erhardt,When was the Order of Merit of the Federal Republic of Germany established?,It was established on 7 September 1951.,entity
Henry VIII,What major religious change did Henry VIII initiate?,The English Reformation,general
Henry VIII,When was Henry VIII born?,28 June 1491,general
Henry VIII,How long did Henry VIII reign as King of England?,1509 until his death in 1547,general
Henry VIII,Who succeeded Henry VIII?,His son Edward VI,general
Henry VIII,What was notable about Henry VIII's marriages?,He had six marriages,general
Jay-Z,What is Jay-Z's real name?,Shawn Corey Carter,general
Jay-Z,When was Jay-Z born?,"December 4, 1969",general
Jay-Z,What is the name of the entertainment company founded by Jay-Z?,Roc Nation,general
Jay-Z,What was the name of Jay-Z's debut studio album?,Reasonable Doubt,general
Jay-Z,How many number-one albums does Jay-Z have on the Billboard 200?,14,general
Jennifer Aniston,What role did Jennifer Aniston play on the television sitcom Friends?,Rachel Green,general
Jennifer Aniston,In which film did Jennifer Aniston star alongside Adam Sandler in 2011?,Just Go with It,general
Jennifer Aniston,When did Jennifer Aniston return to television with The Morning Show?,2019,general
Jennifer Aniston,Who are Jennifer Aniston's parents?,John Aniston and Nancy Dow,general
Jennifer Aniston,When was Jennifer Aniston born?,"February 11, 1969",general
Jennifer Lawrence,Which film series made Jennifer Lawrence the highest-grossing action heroine?,The Hunger Games film series,general
Jennifer Lawrence,Where was Jennifer Lawrence born?,"Indian Hills, Kentucky",general
Jennifer Lawrence,For which film did Jennifer Lawrence win the Academy Award for Best Actress?,Silver Linings Playbook,general
Jennifer Lawrence,When did Jennifer Lawrence appear in Time's 100 most influential people in the world list?,2013,general
Jennifer Lawrence,When was Jennifer Lawrence born?,"August 15, 1990",general
Jennifer Lopez,In what year did Jennifer Lopez release her debut album?,1999,general
Jennifer Lopez,What title is often given to Jennifer Lopez due to her influence in entertainment?,Queen of Dance,general
Jennifer Lopez,In what year was Jennifer Lopez born?,1969,general
Jennifer Lopez,What nickname is Jennifer Lopez also known by?,J.Lo,general
Jennifer Lopez,What was Jennifer Lopez's debut film?,Selena,general
John Cena,Where was John Cena born?,"West Newbury, Massachusetts",general
John Cena,In what year did John Cena sign with WWE?,2001,general
John Cena,How many times has John Cena been a world champion in WWE?,16 times,general
John Cena,When was John Cena born?,"April 23, 1977",general
John Cena,What is John Cena's full name?,John Felix Anthony Cena,general
John Lennon,What was John Lennon's full birth name?,John Winston Lennon,general
John Lennon,Who was John Lennon's famous songwriting partner?,Paul McCartney,general
John Lennon,What was the name of the band John Lennon formed in 1956?,The Quarrymen,general
John Lennon,Which city was John Lennon born in?,Liverpool,general
John Lennon,What year did The Quarrymen evolve into The Beatles?,1960,general
Jorge Semprún,When was Rafael Alberti born?,16 December 1902,domain
Jorge Semprún,What awards did Rafael Alberti win?,"Lenin Peace Prize, Premio Cervantes, America Award",domain
Jorge Semprún,What award did Miguel Delibes win for his first novel?,Premio Nadal,domain
Jorge Semprún,What is the name of Mario Vargas Llosa's novel that explores the theme of prostitution and the workings of the Peruvian military?,The Green House,domain
Jorge Semprún,When was Vicente Aleixandre born?,26 April 1898,domain
Jorge Semprún,What was Rafael Alberti's family background?,"His family were vintners who had once been the most powerful in town, suppliers of sherry to the crowned heads of Europe.",domain
Jorge Semprún,What was the title of Rafael Alberti's memoirs?,La Arboleda perdida (The Lost Grove),domain
Jorge Semprún,Who did Miguel Delibes share the Prince of Asturias Award for Literature with?,Gonzalo Torrente Ballester,domain
Jorge Semprún,What is the name of the party that Mario Vargas Llosa helped form in 1987?,Movimiento Libertad,domain
Jorge Semprún,What was the name of Rafael Alberti's wife?,María Teresa León,domain
Jorge Semprún,What was Rafael Alberti's career?,Poet and member of the Generation of '27,domain
Jorge Semprún,When did Rafael Alberti die?,28 October 1999,domain
Jorge Semprún,When was Miguel Delibes born?,17 October 1920,domain
Jorge Semprún,What was the theme of Rafael Alberti's collection 'Entre el clavel y la espada'?,Nostalgia for Spain,domain
Jorge Semprún,When was Camilo José Cela born?,11 May 1916,domain
Jorge Semprún,What was the name of the prize that Miguel Delibes won in 1982?,Prince of Asturias Award for Literature,domain
Jorge Semprún,What was the occupation of Rafael Alberti's father?,Commercial traveller for the company,domain
Jorge Semprún,When did Miguel Delibes die?,12 March 2010,domain
Jorge Semprún,How many members does the Académie Goncourt consist of?,Ten members.,entity
Jorge Semprún,Where and when is the awards ceremony for the Ovid Prize held?,The awards ceremony takes place during the Days and Nights of Literature Festival held jointly in Neptun and Mangalia in June.,entity
Jorge Semprún,Who founded the Académie Goncourt?,Edmond de Goncourt,entity
Jorge Semprún,How much is the laureate of the Ovid Prize awarded?,"10,000 euros",entity
Jorge Semprún,What was the opening film of the 37th Cannes Film Festival?,"Fort Saganne, directed by Alain Corneau",entity
Jorge Semprún,What is the Ovid Prize?,"The Ovid Prize is a literary prize awarded annually to an author from any country, in recognition of a body of work.",entity
Jorge Semprún,What is the Ovid Festival Prize and its value?,"The Ovid Festival Prize is a separate award worth 5,000 euros.",entity
Jorge Semprún,Where do the members of the Académie Goncourt meet?,"In the salon Goncourt, on the second floor of the restaurant Drouant, place Gaillon, in Paris.",entity
Jorge Semprún,When was the 37th Cannes Film Festival held?,11 to 23 May 1984,entity
Jorge Semprún,What is the main purpose of the Académie Goncourt?,To encourage literature in France.,entity
Jorge Semprún,Where was Antonio Maura born?,"Palma, on the island of Mallorca",entity
Jorge Semprún,What scandal led to Alfonso Guerra's resignation as vice-president?,A financial scandal involving his brother Juan Guerra.,entity
Jorge Semprún,Who did Antonio Maura marry?,Constancia Gamazo y Calvo,entity
Jorge Semprún,What did Antonio Maura study?,Law,entity
Jorge Semprún,"During the 37th Cannes Film Festival, what side event took place under the patronage of the festival's authorities?",A side event presenting film trailers,entity
Jorge Semprún,When was Antonio Maura Montaner born?,2 May 1853,entity
Jorge Semprún,What is the Prix Goncourt?,A yearly prize awarded for the best work of fiction of the year.,entity
Jorge Semprún,In what city did Antonio Maura study law?,Madrid,entity
Kamala Harris,What role did Kamala Harris serve in California from 2011 to 2017?,Attorney General of California,general
Kamala Harris,Who did Kamala Harris defeat in the 2016 Senate election?,Loretta Sanchez,general
Kamala Harris,When was Kamala Harris born?,"October 20, 1964",general
Kamala Harris,From which law school did Kamala Harris graduate?,"University of California, Hastings College of the Law",general
Kamala Harris,Which university did Kamala Harris attend for her undergraduate degree?,Howard University,general
Katy Perry,What genre was Katy Perry's first record?,Gospel,general
Katy Perry,What was Katy Perry's first record titled?,Katy Hudson,general
Katy Perry,What is Katy Perry's real name?,Katheryn Elizabeth Hudson,general
Katy Perry,When was Katy Perry born?,"October 25, 1984",general
Katy Perry,What is Katy Perry's debut single?,I Kissed a Girl,general
Keanu Reeves,What is Keanu Reeves's nationality?,Canadian,general
Keanu Reeves,Which film series did Keanu Reeves star in that began in 1999?,The Matrix,general
Keanu Reeves,What was the title of Keanu Reeves's feature film debut?,Youngblood,general
Keanu Reeves,Where was Keanu Reeves born?,"Beirut, Lebanon",general
Lali Espósito,In what country was Lali Espósito born?,Argentina,general
Lali Espósito,How many albums had Lali Espósito released by 2020?,4,general
Lali Espósito,What is Lali Espósito's full name?,Mariana 'Lali' Espósito,general
Lali Espósito,When was Lali Espósito born?,10 October 1991,general
Lali Espósito,What genre of music does Lali Espósito's album 'A Bailar' primarily feature?,Pop and EDM,general
Leonardo da Vinci,Who was Leonardo da Vinci educated by?,Andrea del Verrocchio,general
Leonardo da Vinci,Which city did Leonardo begin his career in?,Florence,general
Leonardo da Vinci,Who did Leonardo spend much time in the service of?,Ludovico Sforza,general
Leonardo da Vinci,What is considered Leonardo da Vinci's magnum opus?,The Mona Lisa,general
Leonardo da Vinci,Where did Leonardo spend his last three years?,France,general
Madonna,How many records has Madonna sold worldwide?,Over 300 million,general
Madonna,What was Madonna's debut studio album?,Madonna (1983),general
Madonna,When was Madonna born?,"August 16, 1958",general
Madonna,What is Madonna's full name?,Madonna Louise Ciccone,general
Madonna,When was Madonna inducted into the Rock and Roll Hall of Fame?,2008,general
Mahatma Gandhi,What method did Gandhi employ to lead India's independence campaign?,Nonviolent resistance,general
Mahatma Gandhi,What year did Gandhi move to South Africa?,1893,general
Mahatma Gandhi,Which movement did Gandhi lead in 1930 to challenge the British-imposed salt tax?,Dandi Salt March,general
Mahatma Gandhi,What was the main goal of Gandhi's nationwide campaigns?,Achieving swaraj or self-rule,general
Mahatma Gandhi,What was Gandhi's profession before becoming a political ethicist?,Lawyer,general
Marilyn Monroe,Who were Marilyn Monroe's husbands that the biography mentions?,Joe DiMaggio and Arthur Miller,general
Marilyn Monroe,What method of acting did Monroe study under Lee Strasberg?,Method acting,general
Marilyn Monroe,When was Marilyn Monroe born?,"June 1, 1926",general
Marilyn Monroe,Which magazine featured Monroe's nude images as its first issue's centerfold and cover in 1953?,Playboy,general
Mark Wahlberg,What is the name of the reality TV series about the Wahlburgers chain?,Wahlburgers,general
Mark Wahlberg,For which movie did Mark Wahlberg receive critical praise for his performance as Dirk Diggler?,Boogie Nights,general
Mark Wahlberg,When was Mark Wahlberg born?,"June 5, 1971",general
Mark Wahlberg,What is Mark Wahlberg's full birth name?,Mark Robert Michael Wahlberg,general
Mark Wahlberg,In what neighborhood of Boston was Mark Wahlberg born?,Dorchester,general
Mark Zuckerberg,What is Mark Zuckerberg known for co-founding?,Facebook,general
Mark Zuckerberg,Which university did Mark Zuckerberg attend before dropping out?,Harvard University,general
Mark Zuckerberg,In what year did Facebook reach one billion users?,2012,general
Mark Zuckerberg,Who were Mark Zuckerberg's roommates that he launched Facebook with?,"Eduardo Saverin, Andrew McCollum, Dustin Moskovitz, and Chris Hughes",general
Mark Zuckerberg,When was Mark Zuckerberg born?,"May 14, 1984",general
Megan Fox,What is Megan Fox's full name?,Megan Denise Fox,general
Megan Fox,When was Megan Fox born?,"May 16, 1986",general
Megan Fox,In which film did Megan Fox play Mikaela Banes?,Transformers,general
Megan Fox,Which character did Megan Fox portray in the horror comedy 'Jennifer's Body'?,The titular character,general
