custom_id,content
request-51,"```json
{""probes"":[
    {
        ""question"": ""Audrey Hepburn was born on ___ in Ixelles, a municipality of Brussels, Belgium."",
        ""answer"": ""May 4, 1929"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Audrey Hepburn was married to ___ from 1954 to 1968."",
        ""answer"": ""Mel Ferrer"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Audrey Hepburn had two sons named ___ and ___."",
        ""answer"": ""Sean Hepburn Ferrer, Luca Dotti"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Audrey Hepburn starred in the film ___ (1961), which is considered a classic."",
        ""answer"": ""Breakfast at Tiffany's"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Audrey Hepburn received the ___ Humanitarian Award for her work with UNICEF."",
        ""answer"": ""Jean Hersholt"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Audrey Hepburn collaborated with directors like ___ and ___ during her career."",
        ""answer"": ""William Wyler, Billy Wilder"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Audrey Hepburn's early life was marked by hardships during ___, including food shortages."",
        ""answer"": ""World War II"",
        ""section"": ""Early life and family background"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Audrey Hepburn is remembered not only as an iconic actress but also as a ___ humanitarian."",
        ""answer"": ""compassionate"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Audrey Hepburn's film career took off after her appearances in ___ and ___."",
        ""answer"": ""Broadway, film"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Audrey Hepburn was born to Joseph Victor Anthony Hepburn-Ruston, a British banker, and ___, a Dutch baroness."",
        ""answer"": ""Ella van Heemstra"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    }
]}
```"
request-52,"```json
{""probes"":[
    {
        ""question"": ""Bette Davis was born on ___ in Lowell, Massachusetts."",
        ""answer"": ""April 5, 1908"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Bette Davis had one sister named ___."",
        ""answer"": ""Barbara Davis"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Bette Davis was married to ___ from 1932 to 1938."",
        ""answer"": ""Harmon Nelson"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Bette Davis won two Oscars for Best Actress for her roles in ___ and ___."",
        ""answer"": ""Dangerous, Jezebel"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Bette Davis frequently collaborated with directors such as ___ and the ___ studio."",
        ""answer"": ""William Wyler, Warner Brothers"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Davis received a Lifetime Achievement Award from the ___ in 1977."",
        ""answer"": ""American Film Institute"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Bette Davis is regarded as one of the greatest actresses in the history of ___ and is known for her ability to portray ___ characters."",
        ""answer"": ""cinema, complex"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Bette Davis trained at the ___ School of Drama."",
        ""answer"": ""John Murray Anderson"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Bette Davis had two daughters named ___ and ___."",
        ""answer"": ""Barbara Merrill, Margot Merrill"",
        ""section"": ""Early life and family background"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Bette Davis starred in notable films such as 'All About Eve', 'Jezebel', and ___ ."",
        ""answer"": ""What Ever Happened to Baby Jane?"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    }
]}
```"
request-53,"```json
{""probes"":[
    {
        ""question"": ""Elizabeth Taylor was born on ___ in Hampstead, London, England."",
        ""answer"": ""February 27, 1932"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Elizabeth Taylor was the daughter of Francis Taylor, an art dealer, and ___, an actress and former stage manager."",
        ""answer"": ""Sara Taylor"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Over her lifetime, Elizabeth Taylor was married ___ times to ___ different men."",
        ""answer"": ""eight, seven"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Taylor's acting career kicked off with the film ___ (1944), which showcased her talent as a young girl."",
        ""answer"": ""National Velvet"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Elizabeth Taylor won ___ Academy Awards for Best Actress during her career."",
        ""answer"": ""two"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Her iconic partnership with Richard Burton led to collaborations in films like ___ (1963) and ___ (1967)."",
        ""answer"": ""Cleopatra, The Taming of the Shrew"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Elizabeth Taylor is celebrated for her beauty, her passionate personal life, and her role as a pioneering ___."",
        ""answer"": ""humanitarian"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Taylor's advocacy for ___ research and support for those affected by the virus earned her significant recognition."",
        ""answer"": ""AIDS"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Elizabeth Taylor had four children: Michael Wilding Jr., Christopher Edward Wilding, ___, and ___."",
        ""answer"": ""Liza Todd, Maria Burton"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Elizabeth Taylor signed her first film contract with Universal Pictures at the age of ___."",
        ""answer"": ""ten"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    }
]}
```"
request-54,"```json
{""probes"":[
    {
        ""question"": ""Ingrid Bergman was born on ___ in Stockholm, Sweden."",
        ""answer"": ""August 29, 1915"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Ingrid Bergman's mother was a concert pianist named ___."",
        ""answer"": ""Frieda"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Ingrid Bergman was married to Italian director ___ and had three daughters."",
        ""answer"": ""Roberto Rossellini"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Ingrid Bergman starred opposite ___ in the classic film 'Casablanca' (1942)."",
        ""answer"": ""Humphrey Bogart"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Ingrid Bergman received ___ Academy Awards for Best Actress during her career."",
        ""answer"": ""three"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Bergman faced challenges early in life, including the death of her mother when she was just a ___."",
        ""answer"": ""teenager"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Ingrid Bergman is remembered as one of the greatest actresses in the history of film, celebrated for her ___, beauty, and depth in acting."",
        ""answer"": ""talent"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Ingrid Bergman collaborated with iconic filmmakers such as ___ and ___ during her career."",
        ""answer"": ""Alfred Hitchcock, Roberto Rossellini"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    },
    {
        ""question"": ""The scandal involving Ingrid Bergman was primarily due to her leaving her first husband for ___."",
        ""answer"": ""Rossellini"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Ingrid Bergman trained at the ___ in Stockholm."",
        ""answer"": ""Royal Dramatic Theatre"",
        ""section"": ""Early life and family background"",
        ""level"": ""hard""
    }
]}
```"
request-55,"```json
{""probes"":[
    {
        ""question"": ""Marilyn Monroe was born in ___, California, on June 1, 1926."",
        ""answer"": ""Los Angeles"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Marilyn Monroe was married three times, to James Dougherty, Joe DiMaggio, and ___ Miller."",
        ""answer"": ""Arthur"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Monroe's career took off in the late ___ with significant performances in films."",
        ""answer"": ""1940s"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Marilyn Monroe received a Golden Globe Award for Best Actress in a Musical or Comedy for her role in ___."",
        ""answer"": ""Some Like It Hot"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Marilyn Monroe is remembered as a complex figure navigating the challenges of fame, mental health, and ___ in a demanding industry."",
        ""answer"": ""gender"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Monroe's mother, ___ Pearl Baker, was a film cutter."",
        ""answer"": ""Gladys"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Marilyn Monroe worked with renowned directors such as ___ Wilder."",
        ""answer"": ""Billy"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Monroe's tragic death on August 5, ___, shocked the world."",
        ""answer"": ""1962"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Marilyn Monroe's films continue to be popular, and she is remembered for her talent and as a symbol of Hollywood ___ and femininity."",
        ""answer"": ""glamour"",
        ""section"": ""Legacy"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Marilyn Monroe had one half-sister named ___ Baker Miracle."",
        ""answer"": ""Berniece"",
        ""section"": ""Early life and family background"",
        ""level"": ""hard""
    }
]}
```"
request-56,"```json
{""probes"":[
    {
        ""question"": ""Julia Roberts was born on ___ in Smyrna, Georgia."",
        ""answer"": ""October 28, 1967"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Julia Roberts has two siblings: ___ and ___."",
        ""answer"": ""Eric Roberts, Lisa Roberts Gillan"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Julia Roberts was previously married to ___ from 1993 to 1995."",
        ""answer"": ""Lyle Lovett"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Julia Roberts starred in the iconic film ___ in 1990."",
        ""answer"": ""Pretty Woman"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Julia Roberts won the Academy Award for Best Actress for her role in ___ in 2000."",
        ""answer"": ""Erin Brockovich"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""In 2010, Julia Roberts received the Best Actress Award at the ___ International Film Festival."",
        ""answer"": ""Berlin"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Julia Roberts has been named one of People magazine's 'Most Beautiful People' ___ times."",
        ""answer"": ""multiple"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Julia Roberts is known for her charm and ability to connect with audiences, making her one of Hollywood's most ___ stars."",
        ""answer"": ""bankable"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Through her body of work, Julia Roberts has left an indelible mark on ___, ensuring her place as a beloved icon."",
        ""answer"": ""cinema"",
        ""section"": ""Legacy"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Julia Roberts has collaborated with directors such as ___ and ___ throughout her career."",
        ""answer"": ""Gary Marshall, Steven Soderbergh"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    }
]}
```"
request-57,"```json
{""probes"":[
    {
        ""question"": ""Nicole Kidman was born on ___ in Honolulu, Hawaii, USA."",
        ""answer"": ""June 20, 1967"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Nicole Kidman has been married to ___ since 2006."",
        ""answer"": ""Keith Urban"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Nicole Kidman has four children: Bella and Connor, and ___ and ___ with Keith Urban."",
        ""answer"": ""Sunday Rose, Faith Margaret"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Nicole Kidman gained international fame with the film ___ alongside Tom Cruise."",
        ""answer"": ""Days of Thunder"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Nicole Kidman collaborated with Stanley Kubrick in ___ and with Baz Luhrmann in ___ ."",
        ""answer"": ""Eyes Wide Shut, Moulin Rouge!"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Nicole Kidman won an Academy Award for Best Actress for her role in ___ in 2002."",
        ""answer"": ""The Hours"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Nicole Kidman has received a Primetime Emmy Award for her performance in ___ ."",
        ""answer"": ""Big Little Lies"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Nicole Kidman is known for her advocacy in ___ and ___ awareness."",
        ""answer"": ""women's rights, mental health"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Nicole Kidman is regarded as one of the most talented actresses of her generation, known for her ability to inhabit ___ roles."",
        ""answer"": ""diverse"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Nicole Kidman's production company is called ___."",
        ""answer"": ""Blossom Films"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    }
]}
```"
request-58,"```json
{""probes"":[
    {
        ""question"": ""Cate Blanchett was born on ___ in Melbourne, Australia."",
        ""answer"": ""May 14, 1969"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Cate Blanchett's father, ___, was a merchant navy officer."",
        ""answer"": ""Bob Blanchett"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Cate Blanchett graduated from the University of Melbourne with a Bachelor of Fine Arts (___) in 1992."",
        ""answer"": ""Acting"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Cate Blanchett received her first Academy Award nomination for the film ___."",
        ""answer"": ""Elizabeth"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Cate Blanchett has won ___ Academy Awards throughout her career."",
        ""answer"": ""two"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""In 2012, Cate Blanchett was named a Knight of the Order of ___ and Letters in France."",
        ""answer"": ""Arts"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Cate Blanchett has collaborated with directors such as ___ in 'The Lord of the Rings' trilogy."",
        ""answer"": ""Peter Jackson"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Cate Blanchett has three children: Dashiell, Roman, and ___."",
        ""answer"": ""Ignatius"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Cate Blanchett is known for her commitment to her craft and her ability to inhabit a wide range of ___."",
        ""answer"": ""characters"",
        ""section"": ""Legacy"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Through her work, Cate Blanchett has advanced discussions on ___ equity in Hollywood."",
        ""answer"": ""gender"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    }
]}
```"
request-59,"```json
{""probes"":[
    {
        ""question"": ""Jodie Foster was born in ___, California, on November 19, 1962."",
        ""answer"": ""Los Angeles"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Jodie Foster's parents are Evelyn Ella and ___ Fisher Foster III."",
        ""answer"": ""Lucius"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Jodie Foster is married to ___, an actress and director, whom she wed in 2014."",
        ""answer"": ""Alexandra Hedison"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Foster graduated from ___ University with a degree in literature."",
        ""answer"": ""Yale"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Jodie Foster gained prominence with her performance in ___ (1976)."",
        ""answer"": ""Taxi Driver"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Foster has collaborated with directors such as Martin Scorsese and ___."",
        ""answer"": ""Jonathan Demme"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Jodie Foster won an Academy Award for Best Actress for her role in ___ (1991)."",
        ""answer"": ""The Silence of the Lambs"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Foster received the Cecil B. DeMille Award at the Golden Globes in ___ for her lifetime achievements in film."",
        ""answer"": ""2018"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Jodie Foster has received ___ Academy Awards throughout her career."",
        ""answer"": ""two"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Jodie Foster is known for her intelligence and depth in her roles, and is often regarded as one of the most talented actresses of her generation, known for her advocacy for ___ and LGBTQ+ issues."",
        ""answer"": ""women's rights"",
        ""section"": ""Legacy"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Jodie Foster's contributions to cinema and her advocacy work have solidified her legacy as a pioneering figure in ___."",
        ""answer"": ""Hollywood"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Jodie Foster transitioned to directing with works like 'Little Man Tate' (1991) and ___ (2016)."",
        ""answer"": ""Money Monster"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    }
]}
```"
request-60,"```json
{""probes"":[
    {
        ""question"": ""Susan Sarandon was born on ___ in New York City, New York."",
        ""answer"": ""October 4, 1946"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Susan Sarandon's father was an ___ executive."",
        ""answer"": ""advertising"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Susan Sarandon has three children: Eva Amurri, Jack Henry Robbins, and ___ Robbins."",
        ""answer"": ""Miles"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Susan Sarandon gained critical acclaim for her performances in films such as 'Atlantic City,' 'Thelma & Louise,' and ___ Man Walking."",
        ""answer"": ""Dead"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Throughout her career, Sarandon has received numerous accolades, including an Academy Award, a ___ Award, and several Golden Globe Awards."",
        ""answer"": ""BAFTA"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Susan Sarandon was in a long-term relationship with fellow actor ___ Robbins."",
        ""answer"": ""Tim"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Susan Sarandon's career took off in the early 1970s with a role in the cult classic '___ Horror Picture Show.'"",
        ""answer"": ""The Rocky"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Sarandon is known for her activism in various social and political causes, including women's rights, ___ rights, and environmental issues."",
        ""answer"": ""LGBTQ+"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Susan Sarandon attended ___ High School in New Jersey."",
        ""answer"": ""Edison"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Susan Sarandon is remembered for her contributions to cinema and society, making her an ___."",
        ""answer"": ""icon"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Susan Sarandon was influenced to pursue acting by her mother and her early experiences in ___."",
        ""answer"": ""theatre"",
        ""section"": ""Early life and family background"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Over the years, Susan Sarandon has collaborated with various prominent directors and actors, including David Mamet, the ___ Brothers, and Anthony Hopkins."",
        ""answer"": ""Coen"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Susan Sarandon's performance in 'Dead Man Walking' earned her an Academy Award for ___ Actress."",
        ""answer"": ""Best"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""hard""
    }
]}
```"
request-61,"```json
{""probes"":[
    {
        ""question"": ""Diane Keaton was born on ___ in Los Angeles, California."",
        ""answer"": ""January 5, 1946"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Diane Keaton is the daughter of George Hamilton Keaton, a ___ broker."",
        ""answer"": ""real estate"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Diane Keaton has two adopted children: a daughter named ___ and a son named ___."",
        ""answer"": ""Dexter, Duke"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Diane Keaton gained fame in the late 1960s with her role in the Broadway production of ___."",
        ""answer"": ""Hair"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Diane Keaton won an Academy Award for Best Actress for her role in ___ (1977)."",
        ""answer"": ""Annie Hall"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Diane Keaton has collaborated with Woody Allen in several films, including ___ (1973) and ___ (1979)."",
        ""answer"": ""Sleeper, Manhattan"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Diane Keaton received a star on the Hollywood Walk of Fame in ___, marking her influence in the film industry."",
        ""answer"": ""2003"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Diane Keaton is known for her unique sense of style, often characterized by her signature ___."",
        ""answer"": ""turtlenecks"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Diane Keaton has influenced contemporary actresses and filmmakers by encouraging a portrayal of women that embraces both ___ and ___."",
        ""answer"": ""strength, vulnerability"",
        ""section"": ""Legacy"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Diane Keaton was nominated for several Academy Awards for her performances in ___, ___, and ___ ."",
        ""answer"": ""The Godfather, Reds, Something's Gotta Give"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    }
]}
```"
request-62,"```json
{""probes"":[
    {
        ""question"": ""Jessica Lange was born on ___ in Cloquet, Minnesota."",
        ""answer"": ""April 20, 1949"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Jessica Lange's mother was a ___ and her father was a ___."",
        ""answer"": ""schoolteacher, pharmacist"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Jessica Lange was married to ___ from 1971 to 1982."",
        ""answer"": ""Sam Shepard"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Jessica Lange has two daughters: ___ with Sam Shepard and ___ with Pablo Schreiber."",
        ""answer"": ""Hannah Jane, Julia"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Jessica Lange has worked with directors such as ___ and ___ in her career."",
        ""answer"": ""Francis Ford Coppola, Brian De Palma"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Jessica Lange won an Oscar for her roles in ___ and ___."",
        ""answer"": ""Blue Sky, Tootsie"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Jessica Lange has received ___ Academy Awards and ___ Primetime Emmy Awards."",
        ""answer"": ""two, three"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    },
    {
        ""question"": ""In addition to acting, Jessica Lange is recognized for her work as a ___ and her advocacy for ___ causes."",
        ""answer"": ""photographer, charitable"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Jessica Lange is celebrated for her contributions to the arts and has left a lasting impact on ___ and ___."",
        ""answer"": ""American cinema, theater"",
        ""section"": ""Legacy"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Jessica Lange's ability to portray ___ characters with depth and emotion has set a standard for actors."",
        ""answer"": ""complex"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    }
]}
```"
request-63,"```json
{""probes"":[
    {
        ""question"": ""Glenn Close was born on ___ in Greenwich, Connecticut."",
        ""answer"": ""March 19, 1947"",
        ""section"": ""Basic Info"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Glenn Close's father, William Taliaferro Close, was a prominent ___ admiral."",
        ""answer"": ""United States Navy"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Close has been married ___ times, with her most notable marriage being to James Marlas."",
        ""answer"": ""three"",
        ""section"": ""Early life and family background"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Glenn Close's notable roles include performances in 'Fatal Attraction', 'Dangerous Liaisons', and ___ ."",
        ""answer"": ""The Wife"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Throughout her career, Close has been nominated for ___ Academy Awards and has won ___ Tony Awards."",
        ""answer"": ""eight, three"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""hard""
    },
    {
        ""question"": ""Glenn Close is known for her advocacy for ___ awareness stemming from her family's struggles."",
        ""answer"": ""mental health"",
        ""section"": ""Important Events and Recognitions"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Close's legacy is defined by her powerful performances and contributions to the ___ ."",
        ""answer"": ""arts"",
        ""section"": ""Legacy"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Her portrayal of ___ in 'Sunset Boulevard' on Broadway is particularly notable."",
        ""answer"": ""Norma Desmond"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    },
    {
        ""question"": ""Glenn Close studied drama at the College of ___ & Mary."",
        ""answer"": ""William"",
        ""section"": ""Early life and family background"",
        ""level"": ""easy""
    },
    {
        ""question"": ""Close has collaborated with directors like Joe Wright and ___ ."",
        ""answer"": ""Peter Weir"",
        ""section"": ""Career Highlights and Collaborations"",
        ""level"": ""medium""
    }
]}
```"
